0.000000000000000000e+00,-2.287983233048394571e-01,1.009687311853869549e-03,9.946923331330478901e-02,2.137849033839333418e-02,-3.512008476669642443e-02,-6.476282727834480057e-02,8.492301515793118649e-02,-2.909931999410456105e-01,-5.163029000407583224e-02
-1.028147297688798978e-01,0.000000000000000000e+00,1.770357302273413147e-01,1.232232171583247660e-01,1.915690195410530983e-01,-4.874924798510375801e-02,-9.060320800533540331e-02,1.521603267358057066e-01,1.442790311588237617e-01,1.582105405836496115e-01
-3.778764454855699367e-02,1.975258396050428855e-01,0.000000000000000000e+00,2.823865154866355143e-01,1.601984378105106854e-01,2.457145623097505838e-01,2.179421575778857020e-02,-4.724396089700473589e-02,-1.709342158865733985e-01,1.285118302053372408e-01
-8.503039461419935330e-02,-1.338338792429938917e-01,1.279666765496011438e-01,0.000000000000000000e+00,-8.961464993231792187e-02,1.507431899737170233e-01,3.628794728167309969e-01,-3.751396122808154428e-03,7.594094002218594597e-02,-2.403156490078760948e-02
-6.000273114870473268e-02,4.789061561620764906e-01,2.750436217704328445e-01,2.941243163141096795e-01,0.000000000000000000e+00,3.341561220480867012e-01,3.118998509695915591e-02,1.716420827565238449e-01,1.057153402845968301e-02,3.471514698621283035e-01
-8.676557441118437630e-02,3.137467677106162145e-01,-1.400540103168415769e-02,5.885301494314873483e-02,8.825058863698360956e-02,0.000000000000000000e+00,-5.808812584826339442e-02,2.322717936171535547e-01,-6.651476278594041502e-02,1.515356521569955206e-01
1.252392589066926576e-01,2.445810191186449309e-02,1.225314962824365118e-02,-6.324356202137580707e-02,3.838080939224642468e-02,-2.281247243492741383e-01,0.000000000000000000e+00,6.656840616930134735e-02,2.762639890365724965e-02,4.716390581974565926e-02
2.259040167976978097e-01,1.445408666085014338e-01,-2.261311888113262322e-02,1.725511224273408584e-02,1.293393087794533214e-01,-8.006334926229063953e-02,1.431566128245505831e-01,0.000000000000000000e+00,-3.534800070343155909e-01,8.787654752221153720e-02
1.787878101640393569e-01,8.462820189736616761e-02,-1.966616550501333882e-01,-3.714379773694672093e-01,-2.465460232762042569e-01,-2.077372398664295572e-01,-8.714356782865589554e-03,2.504931467682458904e-03,0.000000000000000000e+00,9.381029689528198878e-02
-7.411685654967277437e-02,5.821464835687974702e-03,5.430264907700210752e-02,-1.374399221919049841e-01,-2.798434191740416521e-01,1.412427187781779281e-01,1.632290773473436818e-02,-3.868275035760966596e-02,-1.847124072034985950e-02,0.000000000000000000e+00
