2019-12-12 05:19:06,400 - fmri_scalable_latnet_sim2_100_41 - DEBUG - Parameters of the model
2019-12-12 05:19:06,400 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 sim: sim2
2019-12-12 05:19:06,400 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 Ti: 100
2019-12-12 05:19:06,400 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 s: 41
2019-12-12 05:19:06,400 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 seed: 1
2019-12-12 05:19:06,400 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 test_percent: 0.0
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 learn_Omega: var-fixed
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 learn_lengthscale: yes
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 inv_calculation: approx
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 n_approx_terms: 3
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 n_iterations: 5
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 var_steps: 2000
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 hyp_steps: 2000
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 display_step: 10
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 var_learning_rate: 0.01
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 hyp_learning_rate: 0.001
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 n_mc: 10
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 n_rff: 500
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 prior_lambda_: 1
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 posterior_lambda_: 0.15
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 init_sigma2_n: 5
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 init_variance: 0.5
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 init_lengthscale: 0.1
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 init_p: 0.5
2019-12-12 05:19:06,401 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 tensorboard: False
2019-12-12 05:19:06,402 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 	 kl_g_weight: 1e-05
2019-12-12 05:19:10,075 - fmri_scalable_latnet_sim2_100_41 - DEBUG - ITERATION 0
2019-12-12 05:19:11,137 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 0 iter: elbo=-2500 (ell 1999 (-1723,-276), kl_g 0.0, kl_o 0.0, kl_w -0.0, kl_a 501.1)
2019-12-12 05:19:11,427 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 10 iter: elbo=-2463 (ell 1956 (-1723,-233), kl_g 10.8, kl_o 0.0, kl_w 0.4, kl_a 505.8)
2019-12-12 05:19:11,793 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 20 iter: elbo=-2470 (ell 1979 (-1723,-255), kl_g 22.2, kl_o 0.0, kl_w 0.8, kl_a 490.3)
2019-12-12 05:19:12,125 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 30 iter: elbo=-2444 (ell 1937 (-1723,-213), kl_g 34.7, kl_o 0.0, kl_w 1.4, kl_a 505.9)
2019-12-12 05:19:12,466 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 40 iter: elbo=-2417 (ell 1917 (-1723,-194), kl_g 48.8, kl_o 0.0, kl_w 2.0, kl_a 498.1)
2019-12-12 05:19:12,825 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 50 iter: elbo=-2402 (ell 1908 (-1723,-185), kl_g 65.7, kl_o 0.0, kl_w 2.6, kl_a 490.8)
2019-12-12 05:19:13,159 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 60 iter: elbo=-2399 (ell 1905 (-1723,-182), kl_g 85.4, kl_o 0.0, kl_w 3.2, kl_a 490.5)
2019-12-12 05:19:13,487 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 70 iter: elbo=-2340 (ell 1889 (-1723,-165), kl_g 108.7, kl_o 0.1, kl_w 3.9, kl_a 447.6)
2019-12-12 05:19:13,808 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 80 iter: elbo=-2392 (ell 1898 (-1723,-175), kl_g 135.1, kl_o 0.0, kl_w 4.7, kl_a 489.1)
2019-12-12 05:19:14,116 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 90 iter: elbo=-2370 (ell 1896 (-1723,-173), kl_g 164.1, kl_o 0.0, kl_w 5.4, kl_a 468.0)
2019-12-12 05:19:14,481 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 100 iter: elbo=-2353 (ell 1873 (-1723,-150), kl_g 196.2, kl_o 0.0, kl_w 6.1, kl_a 473.3)
2019-12-12 05:19:14,843 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 110 iter: elbo=-2372 (ell 1875 (-1723,-152), kl_g 232.3, kl_o 0.0, kl_w 6.8, kl_a 489.9)
2019-12-12 05:19:15,163 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 120 iter: elbo=-2374 (ell 1875 (-1723,-151), kl_g 272.1, kl_o 0.0, kl_w 7.5, kl_a 491.8)
2019-12-12 05:19:15,504 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 130 iter: elbo=-2378 (ell 1871 (-1723,-148), kl_g 314.2, kl_o 0.0, kl_w 8.2, kl_a 498.7)
2019-12-12 05:19:15,830 - fmri_scalable_latnet_sim2_100_41 - DEBUG - 0 local 140 iter: elbo=-2370 (ell 1875 (-1723,-152), kl_g 358.1, kl_o 0.0, kl_w 8.8, kl_a 486.0)
